"","Manufacturer","Sales.in.thousands","X4.year.resale.value","Popularity","MSRP"
"13383","Volkswagen",NA,NA,873,26255
"13384","Volkswagen",NA,NA,873,35565
"13385","Volkswagen",NA,NA,873,33590
"13386","Volkswagen",NA,NA,873,31260
"13387","Volkswagen",NA,NA,873,28250
"13388","Volkswagen",NA,NA,873,24890
"13389","Volkswagen",NA,NA,873,36420
"13390","Volkswagen",NA,NA,873,33365
"13391","Volkswagen",NA,NA,873,28700
"13392","Volkswagen",NA,NA,873,26865
"13393","Volkswagen",NA,NA,873,31390
"13394","Volkswagen",NA,NA,873,34445
"13395","Volkswagen",NA,NA,873,30675
"13396","Volkswagen",NA,NA,873,30095
"13397","Volkswagen",NA,NA,873,32070
"13398","Volkswagen",NA,NA,873,26970
"13399","Volkswagen",NA,NA,873,34580
"13400","Volkswagen",NA,NA,873,24995
"13401","Volkswagen",NA,NA,873,36475
"13402","Volkswagen",NA,NA,873,34500
"13403","Volkswagen",NA,NA,873,32605
"13404","Nissan",NA,NA,2009,39780
"13405","Nissan",NA,NA,2009,34440
"13406","Nissan",NA,NA,2009,37580
"13407","Nissan",NA,NA,2009,31910
"13408","Nissan",NA,NA,2009,34760
"13409","Nissan",NA,NA,2009,29360
"13410","Nissan",NA,NA,2009,33990
"13411","Nissan",NA,NA,2009,37320
"13412","Nissan",NA,NA,2009,43280
"13413","Nissan",NA,NA,2009,34640
"13414","Nissan",NA,NA,2009,40580
"13415","Nissan",NA,NA,2009,32210
"13416","Nissan",NA,NA,2009,31790
"13417","Nissan",NA,NA,2009,36840
"13418","Nissan",NA,NA,2009,41160
"13419","Nissan",NA,NA,2009,32490
"13420","Nissan",NA,NA,2009,32060
"13421","Nissan",NA,NA,2009,34910
"13422","Nissan",NA,NA,2009,31940
"13423","Nissan",NA,NA,2009,38170
"13424","Nissan",NA,NA,2009,34140
"13425","Nissan",NA,NA,2009,34790
"13426","Nissan",NA,NA,2009,40370
"13427","Nissan",NA,NA,2009,43860
"13428","Nissan",NA,NA,2009,29640
"13429","Nissan",NA,NA,2009,36990
"13430","Nissan",NA,NA,2009,37670
"13431","Nissan",NA,NA,2009,40700
"13432","Nissan",NA,NA,2009,37810
"13433","Nissan",NA,NA,2009,45020
"13434","Nissan",NA,NA,2009,49460
"13435","Nissan",NA,NA,2009,55400
"13436","Nissan",NA,NA,2009,46380
"13437","Nissan",NA,NA,2009,52310
"13438","Nissan",NA,NA,2009,34780
"13439","Acura",NA,NA,204,42985
"13440","Acura",NA,NA,204,41635
"13441","Acura",NA,NA,204,39255
"13442","Acura",NA,NA,204,45185
"13443","Acura",NA,NA,204,35705
"13444","Acura",NA,NA,204,42985
"13445","Acura",NA,NA,204,39435
"13446","Acura",NA,NA,204,39635
"13447","Acura",NA,NA,204,45385
"13448","Acura",NA,NA,204,39455
"13449","Acura",NA,NA,204,43185
"13450","Acura",NA,NA,204,41835
"13451","Acura",NA,NA,204,43185
"13452","Acura",NA,NA,204,35905
"13453","Acura",NA,NA,204,37405
"13454","Acura",NA,NA,204,37530
"13455","Acura",NA,NA,204,36030
"13456","Acura",NA,NA,204,43310
"13457","Acura",NA,NA,204,39580
"13458","Acura",NA,NA,204,39760
"13459","Acura",NA,NA,204,45510
"13460","Acura",NA,NA,204,43310
"13461","Acura",NA,NA,204,41960
"13462","Acura",NA,NA,204,41575
"13463","Acura",NA,NA,204,35500
"13464","Acura",NA,NA,204,42600
"13465","Acura",NA,NA,204,39375
"13466","Acura",NA,NA,204,44800
"13467","Acura",NA,NA,204,31445
"13468","Acura",NA,NA,204,35320
"13469","Acura",NA,NA,204,41575
"13470","Acura",NA,NA,204,35320
"13471","Acura",NA,NA,204,42600
"13472","Acura",NA,NA,204,35750
"13473","Acura",NA,NA,204,44800
"13474","Acura",NA,NA,204,39375
"13475","Acura",NA,NA,204,31695
"13476","Acura",NA,NA,204,42600
"13477","Acura",NA,NA,204,35950
"13478","Acura",NA,NA,204,44800
"13479","Acura",NA,NA,204,31900
"13480","Acura",NA,NA,204,41600
"13481","Acura",NA,NA,204,39400
"13482","Acura",NA,NA,204,35350
"13483","Oldsmobile",NA,NA,26,2000
"13484","Oldsmobile",NA,NA,26,2000
"13485","Oldsmobile",NA,NA,26,2000
"13486","Oldsmobile",NA,NA,26,2000
"13487","Oldsmobile",NA,NA,26,2000
"13488","Oldsmobile",NA,NA,26,2000
"13489","Pontiac",NA,NA,210,23965
"13490","Pontiac",NA,NA,210,22455
"13491","Pontiac",NA,NA,210,29745
"13492","Pontiac",NA,NA,210,25145
"13493","Pontiac",NA,NA,210,23520
"13494","Pontiac",NA,NA,210,28120
"13495","Pontiac",NA,NA,210,24820
"13496","Pontiac",NA,NA,210,26815
"13497","Pontiac",NA,NA,210,31415
"13498","Pontiac",NA,NA,210,29420
"13499","Volkswagen",NA,NA,873,48390
"13500","Volkswagen",NA,NA,873,39300
"13501","Volkswagen",NA,NA,873,68340
"13502","Volkswagen",NA,NA,873,42800
"13503","Volkswagen",NA,NA,873,39300
"13504","Volkswagen",NA,NA,873,48900
"13505","Volkswagen",NA,NA,873,62200
"13506","Volkswagen",NA,NA,873,56670
"13507","Volkswagen",NA,NA,873,53170
"13508","Volkswagen",NA,NA,873,48745
"13509","Volkswagen",NA,NA,873,44705
"13510","Volkswagen",NA,NA,873,58700
"13511","Volkswagen",NA,NA,873,66995
"13512","Volkswagen",NA,NA,873,52245
"13513","Volkswagen",NA,NA,873,51450
"13514","Volkswagen",NA,NA,873,46745
"13515","Volkswagen",NA,NA,873,54950
"13516","Volkswagen",NA,NA,873,42705
"13517","Volkswagen",NA,NA,873,63245
"13518","Volkswagen",NA,NA,873,59745
"13519","Volkswagen",NA,NA,873,50245
"13520","Volkswagen",NA,NA,873,49495
"13521","Volkswagen",NA,NA,873,52795
"13522","Volkswagen",NA,NA,873,60195
"13523","Chrysler",NA,NA,1013,32995
"13524","Chrysler",NA,NA,1013,30765
"13525","Chrysler",NA,NA,1013,41995
"13526","Chrysler",NA,NA,1013,34465
"13527","Chrysler",NA,NA,1013,29995
"13528","Chrysler",NA,NA,1013,37945
"13529","Chrysler",NA,NA,1013,35315
"13530","Chrysler",NA,NA,1013,33695
"13531","Chrysler",NA,NA,1013,40295
"13532","Chrysler",NA,NA,1013,31465
"13533","Chrysler",NA,NA,1013,35845
"13534","Chrysler",NA,NA,1013,34145
"13535","Chrysler",NA,NA,1013,40645
"13536","Chrysler",NA,NA,1013,29995
"13537","Chrysler",NA,NA,1013,38445
"13538","Chrysler",NA,NA,1013,37345
"13539","Chrysler",NA,NA,1013,31875
"13540","Lincoln",NA,NA,61,52055
"13541","Lincoln",NA,NA,61,46385
"13542","Lincoln",NA,NA,61,52595
"13543","Lincoln",NA,NA,61,46925
"13544","Lincoln",NA,NA,61,47225
"13545","Lincoln",NA,NA,61,47000
"13546","Lincoln",NA,NA,61,52895
"13547","Lincoln",NA,NA,61,52670
"13548","Chevrolet",NA,NA,1385,19060
"13549","Chevrolet",NA,NA,1385,16790
"13550","Chevrolet",NA,NA,1385,17890
"13551","Chevrolet",NA,NA,1385,21510
"13552","Chevrolet",NA,NA,1385,17200
"13553","Chevrolet",NA,NA,1385,21935
"13554","Chevrolet",NA,NA,1385,16100
"13555","Chevrolet",NA,NA,1385,20835
"13556","Chevrolet",NA,NA,1385,22530
"13557","Chevrolet",NA,NA,1385,21430
"13558","Chevrolet",NA,NA,1385,17730
"13559","Chevrolet",NA,NA,1385,16630
"13560","Chevrolet",NA,NA,1385,17330
"13561","Chevrolet",NA,NA,1385,18430
"13562","Chevrolet",NA,NA,1385,22130
"13563","Chevrolet",NA,NA,1385,19580
"13564","Chevrolet",NA,NA,1385,22315
"13565","Chevrolet",NA,NA,1385,22715
"13566","Chevrolet",NA,NA,1385,21615
"13567","Chevrolet",NA,NA,1385,19865
"13568","Chevrolet",NA,NA,1385,20965
"13569","Chevrolet",NA,NA,1385,32320
"13570","Chevrolet",NA,NA,1385,34220
"13571","Chevrolet",NA,NA,1385,30070
"13572","Chevrolet",NA,NA,1385,31970
"13573","Chevrolet",NA,NA,1385,32515
"13574","Chevrolet",NA,NA,1385,30265
"13575","Chevrolet",NA,NA,1385,30335
"13576","Chevrolet",NA,NA,1385,28085
"13577","Chevrolet",NA,NA,1385,27980
"13578","Chevrolet",NA,NA,1385,30230
"13579","Chevrolet",NA,NA,1385,28130
"13580","Chevrolet",NA,NA,1385,25880
"13581","Chevrolet",NA,NA,1385,25045
"13582","Chevrolet",NA,NA,1385,34885
"13583","Chevrolet",NA,NA,1385,33620
"13584","Chevrolet",NA,NA,1385,27340
"13585","Chevrolet",NA,NA,1385,37125
"13586","Chevrolet",NA,NA,1385,31320
"13587","Chevrolet",NA,NA,1385,27970
"13588","Chevrolet",NA,NA,1385,30210
"13589","Chevrolet",NA,NA,1385,26390
"13590","Chevrolet",NA,NA,1385,28525
"13591","Chevrolet",NA,NA,1385,29880
"13592","Chevrolet",NA,NA,1385,29535
"13593","Chevrolet",NA,NA,1385,27745
"13594","Chevrolet",NA,NA,1385,31910
"13595","Chevrolet",NA,NA,1385,32155
"13596","Chevrolet",NA,NA,1385,31810
"13597","Chevrolet",NA,NA,1385,34290
"13598","Chevrolet",NA,NA,1385,37725
"13599","Chevrolet",NA,NA,1385,27400
"13600","Chevrolet",NA,NA,1385,35590
"13601","Chevrolet",NA,NA,1385,33945
"13602","Chevrolet",NA,NA,1385,29780
"13603","Chevrolet",NA,NA,1385,35770
"13604","Chevrolet",NA,NA,1385,31330
"13605","Chevrolet",NA,NA,1385,39330
"13606","Chevrolet",NA,NA,1385,31275
"13607","Chevrolet",NA,NA,1385,33595
"13608","Chevrolet",NA,NA,1385,37195
"13609","Chevrolet",NA,NA,1385,33445
"13610","Chevrolet",NA,NA,1385,29155
"13611","Pontiac",NA,NA,210,2000
"13612","Pontiac",NA,NA,210,2000
"13613","Pontiac",NA,NA,210,2000
"13614","Pontiac",NA,NA,210,2000
"13615","Pontiac",NA,NA,210,2000
"13616","Pontiac",NA,NA,210,2038
"13617","Pontiac",NA,NA,210,2104
"13618","Ford",NA,NA,5657,26710
"13619","Ford",NA,NA,5657,23330
"13620","Ford",NA,NA,5657,25185
"13621","Ford",NA,NA,5657,22330
"13622","Ford",NA,NA,5657,24710
"13623","Ford",NA,NA,5657,22330
"13624","Ford",NA,NA,5657,23855
"13625","Ford",NA,NA,5657,24855
"13626","Ford",NA,NA,5657,26710
"13627","Ford",NA,NA,5657,29185
"13628","Ford",NA,NA,5657,25185
"13629","Ford",NA,NA,5657,24855
"13630","Ford",NA,NA,5657,23330
"13631","Ford",NA,NA,5657,24710
"13632","Ford",NA,NA,5657,23855
"13633","Ford",NA,NA,5657,22675
"13634","Ford",NA,NA,5657,25300
"13635","Ford",NA,NA,5657,24825
"13636","Ford",NA,NA,5657,26825
"13637","Ford",NA,NA,5657,24825
"13638","Ford",NA,NA,5657,24200
"13639","Ford",NA,NA,5657,26825
"13640","Ford",NA,NA,5657,22675
"13641","Ford",NA,NA,5657,29300
"13642","Ford",NA,NA,5657,23675
"13643","Ford",NA,NA,5657,25300
"13644","Ford",NA,NA,5657,24200
"13645","Ford",NA,NA,5657,25200
"13646","Ford",NA,NA,5657,25200
"13647","Ford",NA,NA,5657,23675
"13648","Ford",NA,NA,5657,23900
"13649","Ford",NA,NA,5657,25585
"13650","Ford",NA,NA,5657,27590
"13651","Ford",NA,NA,5657,24425
"13652","Ford",NA,NA,5657,30215
"13653","Ford",NA,NA,5657,25585
"13654","Ford",NA,NA,5657,25425
"13655","Ford",NA,NA,5657,28215
"13656","Ford",NA,NA,5657,25590
"13657","Ford",NA,NA,5657,27590
"13658","Ford",NA,NA,5657,22900
"13659","Ford",NA,NA,5657,25425
"13660","Ford",NA,NA,5657,24425
"13661","Ford",NA,NA,5657,25590
"13662","Ford",NA,NA,5657,23900
"13663","Ford",NA,NA,5657,22900
"13664","Ford",NA,NA,5657,35430
"13665","Ford",NA,NA,5657,40830
"13666","Ford",NA,NA,5657,36070
"13667","Ford",NA,NA,5657,33920
"13668","Ford",NA,NA,5657,39080
"13669","Ford",NA,NA,5657,33770
"13670","Ford",NA,NA,5657,43795
"13671","Ford",NA,NA,5657,42295
"13672","Ford",NA,NA,5657,32270
"13673","Ford",NA,NA,5657,37420
"13674","Ford",NA,NA,5657,37580
"13675","Ford",NA,NA,5657,37570
"13676","Ford",NA,NA,5657,33930
"13677","Ford",NA,NA,5657,32420
"13678","Ford",NA,NA,5657,35920
"13679","Ford",NA,NA,5657,39330
"13680","Ford",NA,NA,5657,36825
"13681","Ford",NA,NA,5657,39580
"13682","Ford",NA,NA,5657,34635
"13683","Ford",NA,NA,5657,39735
"13684","Ford",NA,NA,5657,36975
"13685","Ford",NA,NA,5657,34470
"13686","Ford",NA,NA,5657,41030
"13687","Ford",NA,NA,5657,34620
"13688","Ford",NA,NA,5657,38270
"13689","Ford",NA,NA,5657,33325
"13690","Ford",NA,NA,5657,38285
"13691","Ford",NA,NA,5657,33175
"13692","Ford",NA,NA,5657,43995
"13693","Ford",NA,NA,5657,35930
"13694","Ford",NA,NA,5657,38120
"13695","Ford",NA,NA,5657,42700
"13696","Ford",NA,NA,5657,34515
"13697","Ford",NA,NA,5657,38015
"13698","Ford",NA,NA,5657,34365
"13699","Ford",NA,NA,5657,35810
"13700","Ford",NA,NA,5657,39310
"13701","Ford",NA,NA,5657,40770
"13702","Ford",NA,NA,5657,42075
"13703","Ford",NA,NA,5657,43370
"13704","Ford",NA,NA,5657,37120
"13705","Ford",NA,NA,5657,39475
"13706","Ford",NA,NA,5657,35660
"13707","Ford",NA,NA,5657,35825
"13708","Ford",NA,NA,5657,42220
"13709","Ford",NA,NA,5657,39460
"13710","Ford",NA,NA,5657,38165
"13711","Ford",NA,NA,5657,40925
"13712","Chevrolet",NA,NA,1385,43935
"13713","Chevrolet",NA,NA,1385,30995
"13714","Chevrolet",NA,NA,1385,38295
"13715","Chevrolet",NA,NA,1385,32995
"13716","Chevrolet",NA,NA,1385,33795
"13717","Chevrolet",NA,NA,1385,35795
"13718","Chevrolet",NA,NA,1385,36295
"13719","Chevrolet",NA,NA,1385,41935
"13720","Chevrolet",NA,NA,1385,44145
"13721","Chevrolet",NA,NA,1385,34005
"13722","Chevrolet",NA,NA,1385,42145
"13723","Chevrolet",NA,NA,1385,28700
"13724","Chevrolet",NA,NA,1385,36505
"13725","Chevrolet",NA,NA,1385,38505
"13726","Chevrolet",NA,NA,1385,31205
"13727","Chevrolet",NA,NA,1385,36005
"13728","Chevrolet",NA,NA,1385,33205
"13729","Chevrolet",NA,NA,1385,38650
"13730","Chevrolet",NA,NA,1385,28700
"13731","Chevrolet",NA,NA,1385,34100
"13732","Chevrolet",NA,NA,1385,31300
"13733","Chevrolet",NA,NA,1385,44045
"13734","Chevrolet",NA,NA,1385,33300
"13735","Chevrolet",NA,NA,1385,36100
"13736","Chevrolet",NA,NA,1385,36650
"13737","Chevrolet",NA,NA,1385,42045
"13738","Chevrolet",NA,NA,1385,25030
"13739","Chevrolet",NA,NA,1385,26530
"13740","Chevrolet",NA,NA,1385,23945
"13741","Chevrolet",NA,NA,1385,20120
"13742","Chevrolet",NA,NA,1385,21620
"13743","Chevrolet",NA,NA,1385,22445
"13744","Chevrolet",NA,NA,1385,20040
"13745","Chevrolet",NA,NA,1385,21540
"13746","Chevrolet",NA,NA,1385,24145
"13747","Chevrolet",NA,NA,1385,21800
"13748","Chevrolet",NA,NA,1385,25230
"13749","Chevrolet",NA,NA,1385,26730
"13750","Chevrolet",NA,NA,1385,20300
"13751","Chevrolet",NA,NA,1385,22645
"13752","Chevrolet",NA,NA,1385,21800
"13753","Chevrolet",NA,NA,1385,20300
"13754","Chevrolet",NA,NA,1385,24400
"13755","Chevrolet",NA,NA,1385,26100
"13756","Chevrolet",NA,NA,1385,27600
"13757","Chevrolet",NA,NA,1385,22900
"13758","Chevrolet",NA,NA,1385,22500
"13759","Chevrolet",NA,NA,1385,21000
"13760","Subaru",NA,NA,640,35895
"13761","Subaru",NA,NA,640,30595
"13762","Subaru",NA,NA,640,32595
"13763","Subaru",NA,NA,640,32595
"13764","Subaru",NA,NA,640,34095
"13765","Mazda",NA,NA,586,27995
"13766","Mazda",NA,NA,586,27235
"13767","Mazda",NA,NA,586,29745
"13768","Mazda",NA,NA,586,25485
"13769","Mazda",NA,NA,586,29175
"13770","Mazda",NA,NA,586,31695
"13771","Mazda",NA,NA,586,30925
"13772","Mazda",NA,NA,586,33445
"13773","Mazda",NA,NA,586,23545
"13774","Mazda",NA,NA,586,19730
"13775","Mazda",NA,NA,586,25885
"13776","Mazda",NA,NA,586,24620
"13777","Mazda",NA,NA,586,24805
"13778","Mazda",NA,NA,586,24690
"13779","Mazda",NA,NA,586,26375
"13780","Mazda",NA,NA,586,25950
"13781","Mazda",NA,NA,586,22935
"13782","Mazda",NA,NA,586,21790
"13783","Mazda",NA,NA,586,24200
"13784","Mazda",NA,NA,586,23055
"13785","Mazda",NA,NA,586,27635
"13786","Mazda",NA,NA,586,24200
"13787","Mazda",NA,NA,586,27305
"13788","Mazda",NA,NA,586,23590
"13789","Mazda",NA,NA,586,25550
"13790","Mazda",NA,NA,586,20405
"13791","Mazda",NA,NA,586,22445
"13792","Mazda",NA,NA,586,27165
"13793","Mazda",NA,NA,586,28915
"13794","Mazda",NA,NA,586,25345
"13795","Mazda",NA,NA,586,25700
"13796","Mazda",NA,NA,586,25495
"13797","Mazda",NA,NA,586,23740
"13798","Mazda",NA,NA,586,29065
"13799","Mazda",NA,NA,586,22595
"13800","Mazda",NA,NA,586,24350
"13801","Mazda",NA,NA,586,20555
"13802","Mazda",NA,NA,586,27455
"13803","Mazda",NA,NA,586,27315
"13804","Mazda",NA,NA,586,12840
"13805","Mazda",NA,NA,586,19885
"13806","Mazda",NA,NA,586,18090
"13807","Mazda",NA,NA,586,22630
"13808","Mazda",NA,NA,586,15670
"13809","Mazda",NA,NA,586,20575
"13810","Mazda",NA,NA,586,21410
"13811","Mazda",NA,NA,586,23150
"13812","Mazda",NA,NA,586,16975
"13813","Mazda",NA,NA,586,19215
"13814","Mazda",NA,NA,586,13930
"13815","Mazda",NA,NA,586,20880
"13816","Mazda",NA,NA,586,18885
"13817","Mazda",NA,NA,586,18050
"13818","Mazda",NA,NA,586,19975
"13819","Nissan",NA,NA,2009,2000
"13820","Nissan",NA,NA,2009,2121
"13821","Nissan",NA,NA,2009,2000
"13822","Nissan",NA,NA,2009,2000
"13823","Nissan",NA,NA,2009,2000
"13824","Nissan",NA,NA,2009,2281
"13825","Nissan",NA,NA,2009,2436
"13826","Nissan",NA,NA,2009,2494
"13827","Nissan",NA,NA,2009,2130
"13828","Nissan",NA,NA,2009,2000
"13829","Nissan",NA,NA,2009,2122
"13830","Nissan",NA,NA,2009,2762
"13831","Nissan",NA,NA,2009,2354
"13832","Nissan",NA,NA,2009,2647
"13833","Nissan",NA,NA,2009,2547
"13834","Nissan",NA,NA,2009,2326
"13835","Nissan",NA,NA,2009,2918
"13836","Nissan",NA,NA,2009,2391
"13837","Nissan",NA,NA,2009,3140
"13838","Nissan",NA,NA,2009,2550
"13839","Nissan",NA,NA,2009,2676
"13840","Nissan",NA,NA,2009,2241
"13841","Nissan",NA,NA,2009,2837
"13842","Acura",NA,NA,204,35010
"13843","Acura",NA,NA,204,31360
"13844","Acura",NA,NA,204,35510
"13845","Acura",NA,NA,204,31860
"13846","Acura",NA,NA,204,35635
"13847","Acura",NA,NA,204,31985
"13848","Acura",NA,NA,204,30010
"13849","Acura",NA,NA,204,35550
"13850","Acura",NA,NA,204,38650
"13851","Acura",NA,NA,204,33110
"13852","Acura",NA,NA,204,31010
"13853","Acura",NA,NA,204,31010
"13854","Acura",NA,NA,204,30510
"13855","Acura",NA,NA,204,31510
"13856","Acura",NA,NA,204,31510
"13857","Acura",NA,NA,204,33610
"13858","Acura",NA,NA,204,39150
"13859","Acura",NA,NA,204,31635
"13860","Acura",NA,NA,204,30635
"13861","Acura",NA,NA,204,39275
"13862","Acura",NA,NA,204,33735
"13863","Acura",NA,NA,204,31635
"13864","Audi",NA,NA,3105,56850
"13865","Audi",NA,NA,3105,57200
"13866","Audi",NA,NA,3105,43350
"13867","Audi",NA,NA,3105,40350
"13868","Audi",NA,NA,3105,42900
"13869","Audi",NA,NA,3105,46400
"13870","Audi",NA,NA,3105,47000
"13871","Audi",NA,NA,3105,43500
"13872","Audi",NA,NA,3105,51700
"13873","Audi",NA,NA,3105,48700
"13874","Audi",NA,NA,3105,51900
"13875","Audi",NA,NA,3105,52500
"13876","Hyundai",NA,NA,1439,26450
"13877","Hyundai",NA,NA,1439,21650
"13878","Hyundai",NA,NA,1439,27950
"13879","Hyundai",NA,NA,1439,23700
"13880","Hyundai",NA,NA,1439,25200
"13881","Hyundai",NA,NA,1439,23150
"13882","Hyundai",NA,NA,1439,25200
"13883","Hyundai",NA,NA,1439,27950
"13884","Hyundai",NA,NA,1439,24150
"13885","Hyundai",NA,NA,1439,25550
"13886","Hyundai",NA,NA,1439,29900
"13887","Hyundai",NA,NA,1439,24100
"13888","Hyundai",NA,NA,1439,31300
"13889","Hyundai",NA,NA,1439,27550
"13890","Hyundai",NA,NA,1439,26150
"13891","Hyundai",NA,NA,1439,22700
"13892","Hyundai",NA,NA,1439,22700
"13893","Hyundai",NA,NA,1439,24100
"13894","Hyundai",NA,NA,1439,29775
"13895","Hyundai",NA,NA,1439,25900
"13896","Hyundai",NA,NA,1439,31175
"13897","Hyundai",NA,NA,1439,27300
"13898","Hyundai",NA,NA,1439,24150
"13899","Hyundai",NA,NA,1439,25550
"13900","Toyota",NA,NA,2031,33210
"13901","Toyota",NA,NA,2031,29120
"13902","Toyota",NA,NA,2031,44925
"13903","Toyota",NA,NA,2031,40685
"13904","Toyota",NA,NA,2031,44925
"13905","Toyota",NA,NA,2031,44000
"13906","Toyota",NA,NA,2031,33390
"13907","Toyota",NA,NA,2031,33060
"13908","Toyota",NA,NA,2031,47975
"13909","Toyota",NA,NA,2031,34710
"13910","Toyota",NA,NA,2031,30160
"13911","Toyota",NA,NA,2031,34710
"13912","Toyota",NA,NA,2031,40685
"13913","Toyota",NA,NA,2031,31560
"13914","Toyota",NA,NA,2031,44000
"13915","Toyota",NA,NA,2031,35040
"13916","Toyota",NA,NA,2031,37030
"13917","Toyota",NA,NA,2031,42550
"13918","Toyota",NA,NA,2031,42550
"13919","Toyota",NA,NA,2031,35530
"13920","Toyota",NA,NA,2031,33060
"13921","Toyota",NA,NA,2031,37030
"13922","Toyota",NA,NA,2031,32170
"13923","Toyota",NA,NA,2031,41385
"13924","Toyota",NA,NA,2031,39500
"13925","Toyota",NA,NA,2031,35040
"13926","Toyota",NA,NA,2031,33390
"13927","Toyota",NA,NA,2031,41385
"13928","Toyota",NA,NA,2031,47975
"13929","Toyota",NA,NA,2031,32480
"13930","Toyota",NA,NA,2031,37635
"13931","Toyota",NA,NA,2031,28510
"13932","Toyota",NA,NA,2031,47975
"13933","Toyota",NA,NA,2031,33980
"13934","Toyota",NA,NA,2031,30010
"13935","Toyota",NA,NA,2031,31660
"13936","Toyota",NA,NA,2031,47975
"13937","Toyota",NA,NA,2031,31990
"13938","Toyota",NA,NA,2031,32170
"13939","Toyota",NA,NA,2031,30340
"13940","Toyota",NA,NA,2031,34220
"13941","Toyota",NA,NA,2031,30840
"13942","Toyota",NA,NA,2031,34000
"13943","Toyota",NA,NA,2031,45560
"13944","Toyota",NA,NA,2031,32980
"13945","Toyota",NA,NA,2031,38670
"13946","Toyota",NA,NA,2031,36320
"13947","Toyota",NA,NA,2031,34970
"13948","Toyota",NA,NA,2031,46530
"13949","Toyota",NA,NA,2031,43585
"13950","Toyota",NA,NA,2031,42945
"13951","Toyota",NA,NA,2031,42945
"13952","Toyota",NA,NA,2031,46530
"13953","Toyota",NA,NA,2031,30840
"13954","Toyota",NA,NA,2031,41720
"13955","Toyota",NA,NA,2031,49580
"13956","Toyota",NA,NA,2031,46530
"13957","Toyota",NA,NA,2031,40535
"13958","Toyota",NA,NA,2031,38020
"13959","Toyota",NA,NA,2031,49580
"13960","Toyota",NA,NA,2031,29140
"13961","Toyota",NA,NA,2031,29950
"13962","Toyota",NA,NA,2031,33270
"13963","Toyota",NA,NA,2031,32650
"13964","Toyota",NA,NA,2031,49580
"13965","Toyota",NA,NA,2031,49580
"13966","Toyota",NA,NA,2031,32190
"13967","Toyota",NA,NA,2031,36030
"13968","Toyota",NA,NA,2031,33000
"13969","Toyota",NA,NA,2031,31170
"13970","Toyota",NA,NA,2031,34220
"13971","Toyota",NA,NA,2031,35700
"13972","Toyota",NA,NA,2031,32980
"13973","Toyota",NA,NA,2031,29950
"13974","Toyota",NA,NA,2031,38670
"13975","Toyota",NA,NA,2031,41720
"13976","Toyota",NA,NA,2031,34970
"13977","Toyota",NA,NA,2031,46530
"13978","Toyota",NA,NA,2031,30950
"13979","Toyota",NA,NA,2031,45560
"13980","Toyota",NA,NA,2031,43585
"13981","Toyota",NA,NA,2031,32650
"13982","Toyota",NA,NA,2031,33890
"13983","Toyota",NA,NA,2031,40535
"13984","Toyota",NA,NA,2031,36030
"13985","Toyota",NA,NA,2031,35700
"13986","Toyota",NA,NA,2031,33000
"13987","Toyota",NA,NA,2031,33890
"13988","Toyota",NA,NA,2031,31170
"13989","Toyota",NA,NA,2031,38020
"13990","Toyota",NA,NA,2031,33450
"13991","Toyota",NA,NA,2031,50030
"13992","Toyota",NA,NA,2031,35420
"13993","Toyota",NA,NA,2031,42330
"13994","Toyota",NA,NA,2031,31830
"13995","Toyota",NA,NA,2031,46980
"13996","Toyota",NA,NA,2031,42330
"13997","Toyota",NA,NA,2031,46980
"13998","Toyota",NA,NA,2031,44195
"13999","Toyota",NA,NA,2031,39280
"14000","Toyota",NA,NA,2031,34880
"14001","Toyota",NA,NA,2031,46010
"14002","Toyota",NA,NA,2031,30400
"14003","Toyota",NA,NA,2031,38470
"14004","Toyota",NA,NA,2031,33430
"14005","Toyota",NA,NA,2031,41145
"14006","Toyota",NA,NA,2031,43395
"14007","Toyota",NA,NA,2031,50030
"14008","Toyota",NA,NA,2031,34150
"14009","Toyota",NA,NA,2031,30400
"14010","Toyota",NA,NA,2031,31620
"14011","Toyota",NA,NA,2031,50030
"14012","Toyota",NA,NA,2031,33100
"14013","Toyota",NA,NA,2031,43395
"14014","Toyota",NA,NA,2031,31620
"14015","Toyota",NA,NA,2031,36480
"14016","Toyota",NA,NA,2031,31290
"14017","Toyota",NA,NA,2031,33430
"14018","Toyota",NA,NA,2031,34340
"14019","Toyota",NA,NA,2031,37200
"14020","Toyota",NA,NA,2031,46980
"14021","Toyota",NA,NA,2031,44195
"14022","Toyota",NA,NA,2031,31290
"14023","Toyota",NA,NA,2031,34340
"14024","Toyota",NA,NA,2031,46980
"14025","Toyota",NA,NA,2031,36150
"14026","Toyota",NA,NA,2031,34670
"14027","Toyota",NA,NA,2031,33100
"14028","Toyota",NA,NA,2031,30020
"14029","Toyota",NA,NA,2031,33070
"14030","Toyota",NA,NA,2031,35420
"14031","Toyota",NA,NA,2031,36480
"14032","Toyota",NA,NA,2031,39280
"14033","Toyota",NA,NA,2031,36150
"14034","Toyota",NA,NA,2031,46010
"14035","Toyota",NA,NA,2031,41145
"14036","Toyota",NA,NA,2031,33450
"14037","Toyota",NA,NA,2031,38470
"14038","Toyota",NA,NA,2031,34670
"14039","Toyota",NA,NA,2031,50030
"14040","GMC",NA,NA,549,5895
"14041","GMC",NA,NA,549,6890
"14042","Chevrolet",NA,NA,1385,22750
"14043","Chevrolet",NA,NA,1385,22750
"14044","Chevrolet",NA,NA,1385,28250
"14045","Chevrolet",NA,NA,1385,26250
